State,County,Soil_Texture,Soil_pH,Organic_Matter(%),Soil_Depth(cm),Drainage_Class
CALIFORNIA,SHASTA,Sandy Loam,6.64,1.38,50,Moderately Drained
MONTANA,MISSOULA,Sandy Loam,7.24,4.59,100,Moderately Drained
OREGON,JEFFERSON,Loam,6.26,4.74,50,Well Drained
WYOMING,CAMPBELL,Sandy Loam,6.24,4.92,50,Poorly Drained
MAINE,OTHER COUNTIES,Loam,6.74,4.47,125,Well Drained
MICHIGAN,CHIPPEWA,Loam,6.77,1.7,125,Poorly Drained
OREGON,OTHER COUNTIES,Loam,6.44,1.18,75,Well Drained
OREGON,MARION,Clay,6.39,3.32,125,Well Drained
OREGON,YAMHILL,Sandy Loam,6.49,4.65,50,Poorly Drained
OREGON,POLK,Loam,7.22,1.71,125,Poorly Drained
TEXAS,BROWN,Sandy Loam,6.42,1.03,50,Well Drained
TEXAS,COMANCHE,Clay,7.38,4.22,100,Poorly Drained
TEXAS,MILLS,Loam,6.51,1.31,50,Well Drained
MINNESOTA,LAKE OF THE WOODS,Silt,7.4,2.65,75,Poorly Drained
OREGON,LINN,Clay,7.17,3.72,100,Well Drained
OREGON,CLACKAMAS,Silt,6.22,1.95,75,Well Drained
TEXAS,CALLAHAN,Sandy Loam,7.23,1.34,75,Well Drained
MICHIGAN,MACKINAC,Sandy Loam,5.72,4.08,75,Moderately Drained
MICHIGAN,MARQUETTE,Clay,7.35,3.52,125,Poorly Drained
TEXAS,ERATH,Sandy Loam,6.76,4.95,75,Well Drained
TEXAS,KERR,Silt,5.61,2.38,100,Moderately Drained
TEXAS,LAMPASAS,Loam,6.79,1.25,50,Well Drained
TEXAS,JONES,Loam,7.45,3.94,75,Moderately Drained
TEXAS,MASON,Loam,5.64,3.09,100,Well Drained
WISCONSIN,FOREST,Clay,6.61,1.85,75,Well Drained
MICHIGAN,BARAGA,Sandy Loam,7.0,4.13,50,Moderately Drained
MICHIGAN,HOUGHTON,Silt,7.12,1.82,100,Moderately Drained
TEXAS,CLAY,Sandy Loam,6.33,2.04,100,Poorly Drained
TEXAS,MONTAGUE,Sandy Loam,5.91,1.37,50,Poorly Drained
TEXAS,COMAL,Sandy Loam,5.58,2.6,100,Moderately Drained
TEXAS,JACK,Loam,6.66,2.68,50,Poorly Drained
TEXAS,SHACKELFORD,Silt,6.41,3.06,100,Moderately Drained
TEXAS,TAYLOR,Silt,7.4,3.84,100,Poorly Drained
IDAHO,BONNER,Sandy Loam,5.62,4.62,50,Well Drained
OREGON,LANE,Loam,6.87,1.55,50,Poorly Drained
TEXAS,KENDALL,Loam,5.55,1.22,100,Well Drained
TEXAS,SCHLEICHER,Silt,5.84,1.07,100,Well Drained
TEXAS,HASKELL,Loam,6.41,1.57,50,Poorly Drained
WISCONSIN,DOUGLAS,Loam,6.41,3.63,125,Moderately Drained
LOUISIANA,EVANGELINE,Loam,6.87,3.91,50,Well Drained
LOUISIANA,WEST BATON ROUGE,Clay,7.32,4.15,100,Well Drained
LOUISIANA,SAINT MARTIN,Sandy Loam,6.78,1.97,100,Poorly Drained
LOUISIANA,SAINT MARY,Silt,7.41,2.22,100,Moderately Drained
LOUISIANA,ACADIA,Silt,7.26,2.93,50,Moderately Drained
LOUISIANA,JEFFERSON DAVIS,Clay,6.67,1.25,100,Poorly Drained
LOUISIANA,VERMILION,Sandy Loam,7.17,3.44,125,Moderately Drained
NEW JERSEY,OTHER COUNTIES,Silt,6.79,4.93,75,Poorly Drained
SOUTH CAROLINA,PICKENS,Loam,5.66,2.44,125,Poorly Drained
LOUISIANA,ASSUMPTION,Silt,6.98,4.01,50,Poorly Drained
LOUISIANA,IBERIA,Loam,5.69,3.0,100,Well Drained
MISSOURI,WASHINGTON,Clay,6.69,1.51,50,Well Drained
NORTH CAROLINA,RICHMOND,Loam,6.91,3.33,75,Well Drained
OKLAHOMA,TULSA,Silt,5.63,2.2,50,Poorly Drained
LOUISIANA,SAINT JAMES,Silt,5.96,1.14,100,Well Drained
OKLAHOMA,WOODS,Silt,7.33,3.54,75,Well Drained
OKLAHOMA,PAWNEE,Clay,6.73,4.44,75,Well Drained
TENNESSEE,LOUDON,Clay,5.99,2.38,100,Poorly Drained
LOUISIANA,IBERVILLE,Sandy Loam,6.88,2.56,100,Poorly Drained
NORTH CAROLINA,MECKLENBURG,Silt,6.69,4.56,100,Poorly Drained
OKLAHOMA,MCINTOSH,Loam,6.5,4.25,50,Well Drained
TEXAS,KAUFMAN,Clay,7.45,3.86,125,Moderately Drained
MISSISSIPPI,SIMPSON,Silt,6.87,2.0,50,Well Drained
LOUISIANA,LAFAYETTE,Silt,6.25,4.64,50,Well Drained
LOUISIANA,CALCASIEU,Clay,7.1,1.62,125,Poorly Drained
MISSOURI,MCDONALD,Sandy Loam,7.27,3.51,100,Poorly Drained
LOUISIANA,ALLEN,Clay,5.75,1.12,100,Well Drained
MISSISSIPPI,SMITH,Clay,5.9,3.57,125,Well Drained
OKLAHOMA,DEWEY,Loam,5.93,2.11,125,Moderately Drained
MISSISSIPPI,JEFFERSON,Loam,6.88,2.8,50,Moderately Drained
LOUISIANA,WEST FELICIANA,Sandy Loam,6.71,2.38,75,Poorly Drained
LOUISIANA,CAMERON,Silt,6.74,1.69,125,Moderately Drained
SOUTH CAROLINA,CHEROKEE,Clay,7.38,3.49,50,Moderately Drained
MISSISSIPPI,LAWRENCE,Sandy Loam,7.05,4.53,75,Poorly Drained
KANSAS,WYANDOTTE,Loam,5.76,4.84,100,Moderately Drained
OKLAHOMA,COAL,Clay,6.2,1.77,100,Well Drained
